Country,City,AQI Category,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,SO2,Continent
Chad,Koumra,Moderate,2,6,0,59,0,Africa
Russian Federation,Krasnovishersk,Good,1,28,0,29,0,Europe
Russian Federation,Krasnyy Yar,Good,1,34,1,24,1,Europe
Russian Federation,Krasnyy Yar,Good,1,34,1,24,1,Europe
Germany,Kronach,Good,1,26,2,36,1,Europe
Germany,Kronberg,Good,0,30,1,27,1,Europe
Russian Federation,Kulebaki,Good,1,33,1,48,0,Europe
Japan,Kushiro,Good,1,33,0,9,0,Asia
Japan,Kushiro,Good,1,33,0,9,0,Asia
Mexico,La Barca,Good,1,8,3,37,2,North America
France,La Crau,Moderate,1,30,6,60,1,Europe
Honduras,La Entrada,Moderate,2,5,4,55,0,North America
United States of America,La Presa,Moderate,2,14,19,58,3,North America
Germany,Ilsede,Good,0,28,2,41,2,Europe
Brazil,Imbituba,Good,1,15,1,31,2,South America
Brazil,Imbituva,Good,1,8,0,24,1,South America
Japan,Inagi,Moderate,1,78,3,51,7,Asia
Spain,Inca,Good,1,43,0,30,1,Europe
India,Indore,Unhealthy,1,30,0,150,6,Asia
United Kingdom of Great Britain and Northern Ireland,Inverurie,Good,1,31,2,25,1,Europe
Japan,Ishigaki,Unhealthy,2,116,0,64,0,Asia
Spain,Jaen,Good,1,17,3,36,1,Europe
Mexico,Jilotepec,Moderate,2,9,9,95,4,North America
Mexico,Jilotepec,Moderate,2,9,9,95,4,North America
United Republic of Tanzania,Kabanga,Unhealthy,6,10,3,171,1,Africa
Finland,Kajaani,Good,1,32,0,24,0,Europe
India,Kalavai,Moderate,1,32,0,59,4,Asia
Russian Federation,Kalyazin,Good,1,24,0,19,1,Europe
Ukraine,Kalynivka,Moderate,1,36,1,78,1,Europe
Cambodia,Kampot,Moderate,1,27,0,59,0,Asia
Finland,Kangasala,Good,1,30,2,14,1,Europe
India,Karambakkudi,Moderate,1,40,1,84,5,Asia
Japan,Kawaguchi,Moderate,1,75,1,34,7,Asia
United States of America,Kearns,Moderate,1,6,14,54,1,North America
Belgium,Keerbergen,Good,1,23,5,39,2,Europe
United States of America,Kerrville,Good,0,20,1,36,0,North America
United States of America,Kettering,Moderate,1,31,6,53,1,North America
United States of America,Kettering,Moderate,1,31,6,53,1,North America
United States of America,Kettering,Moderate,1,31,6,53,1,North America
India,Khammam,Unhealthy,1,29,2,112,4,Asia
India,Khandwa,Unhealthy,0,31,0,130,7,Asia
Italy,Marsciano,Good,1,40,2,23,1,Europe
France,Marseille,Moderate,1,37,6,59,2,Europe
United States of America,Mashpee,Good,1,29,2,17,1,North America
Uganda,Masindi,Moderate,2,17,0,62,0,Africa
Chad,Massakory,Moderate,2,23,1,65,0,Africa
Philippines,Medellin,Moderate,1,31,0,78,1,Asia
Cuba,Media Luna,Moderate,1,25,1,56,0,North America
Colombia,Melgar,Unhealthy,4,7,8,121,1,South America
Argentina,Mercedes,Good,1,14,0,3,0,South America
Argentina,Mercedes,Good,1,14,0,3,0,South America
Argentina,Mercedes,Good,1,14,0,3,0,South America
Argentina,Mercedes,Good,1,14,0,3,0,South America
Argentina,Mercedes,Good,1,14,0,3,0,South America
United States of America,Merriam,Moderate,1,23,10,95,1,North America
United States of America,Merrill,Moderate,1,33,3,52,0,North America
Netherlands,Middelharnis,Good,0,34,2,32,2,Europe
Turkey,Midyat,Moderate,1,42,1,72,1,Asia
Brazil,Miguel Alves,Good,1,7,1,47,1,South America
Uruguay,Minas,Good,0,19,0,22,1,South America
Uruguay,Minas,Good,0,19,0,22,1,South America
Brazil,Miranorte,Good,0,11,0,41,1,South America
India,Moga,Unhealthy,2,134,1,159,5,Asia
Italy,Mogliano Veneto,Moderate,2,33,5,89,1,Europe
France,Montauban,Good,1,32,2,32,0,Europe
Belgium,Mortsel,Good,1,29,3,40,2,Europe
United States of America,Moscow,Good,1,19,4,30,16,North America
United States of America,Moscow,Good,1,19,4,30,16,North America
India,Mudhol,Moderate,0,24,0,73,1,Asia
India,Mudhol,Moderate,0,24,0,73,1,Asia
India,Mudhol,Moderate,0,24,0,73,1,Asia
Mexico,Muna,Moderate,1,21,1,59,1,North America
Mexico,Naranjos,Moderate,2,34,1,92,3,North America
Romania,Nehoiu,Moderate,1,40,0,52,1,Europe
Germany,Neustadt,Good,0,33,0,32,1,Europe
Germany,Neustadt,Good,0,33,0,32,1,Europe
Germany,Neustadt,Good,0,33,0,32,1,Europe
Germany,Neustadt,Good,0,33,0,32,1,Europe
Germany,Neustadt,Good,0,33,0,32,1,Europe
United States of America,New Lenox,Moderate,2,30,11,54,2,North America
United Kingdom of Great Britain and Northern Ireland,Newburn,Good,0,31,2,21,1,Europe
United Kingdom of Great Britain and Northern Ireland,Newbury,Good,1,22,7,50,1,Europe
Republic of Moldova,Nisporeni,Moderate,1,36,1,53,2,Europe
Japan,Nisshin,Good,1,44,1,16,4,Asia
Russian Federation,Nizhniye Sergi,Good,1,35,0,37,0,Europe
Germany,Nohfelden,Moderate,1,30,3,54,1,Europe
Saint Vincent and the Grenadines,Kingstown,Unhealthy,0,25,0,163,0,North America
United States of America,Klamath Falls,Good,1,7,6,40,0,North America
Pakistan,Kohat,Unhealthy,1,62,0,101,2,Asia
China,Korla,Unhealthy,1,45,0,160,1,Asia
Ukraine,Korostyshiv,Moderate,1,39,0,89,0,Europe
Guinea,Kouroussa,Moderate,1,13,0,56,0,Africa
United States of America,Littleton,Moderate,1,8,13,74,1,North America
United States of America,Littleton,Moderate,1,8,13,74,1,North America
Italy,Lizzano,Good,1,48,3,36,1,Europe
Bolivia (Plurinational State of),Llallagua,Good,0,12,0,11,8,South America
United States of America,Lochearn,Good,1,28,10,42,7,North America
Finland,Lohja,Good,1,27,4,19,1,Europe
Myanmar,Loikaw,Good,0,15,0,10,0,Asia
Italy,Lonate Pozzolo,Moderate,1,42,2,82,1,Europe
Chile,Lota,Moderate,2,10,8,67,2,South America
Angola,Lubango,Good,1,14,0,40,1,Africa
Democratic Republic of the Congo,Luebo,Moderate,4,20,0,90,1,Africa
India,Lumding,Good,2,21,0,43,2,Asia
India,Mahendragarh,Unhealthy,1,42,0,435,5,Asia
Turkey,Malatya,Moderate,1,29,0,55,2,Asia
Philippines,Manay,Good,0,15,0,25,2,Asia
Kingdom of Eswatini,Manzini,Moderate,3,15,1,75,7,Africa
Ukraine,Krasnodon,Good,1,37,0,13,1,Europe
India,Kunigal,Good,0,21,0,50,1,Asia
Spain,La Carolina,Good,1,17,3,34,1,Europe
Spain,La Garriga,Good,1,30,5,49,1,Europe
Spain,La Llagosta,Moderate,1,26,7,53,4,Europe
United States of America,Lady Lake,Moderate,1,7,14,72,1,North America
Malaysia,Lahad Datu,Good,1,15,0,48,0,Asia
Belgium,Lanaken,Good,1,25,4,43,2,Europe
France,Lannion,Good,1,26,4,41,1,Europe
Italy,Lanuvio,Good,1,40,2,20,1,Europe
Mexico,Las Margaritas,Moderate,1,8,4,61,0,North America
Belgium,Lede,Good,1,28,4,42,10,Europe
Italy,Lentini,Moderate,1,36,3,67,1,Europe
United States of America,Leominster,Good,1,30,3,22,1,North America
United States of America,Leominster,Good,1,30,3,22,1,North America
Mexico,Leon,Good,1,14,3,50,1,North America
Bulgaria,Levski,Moderate,1,36,1,52,1,Europe
China,Liancheng,Moderate,1,28,2,58,3,Asia
United States of America,Lighthouse Point,Moderate,1,14,10,58,1,North America
Malawi,Lilongwe,Good,0,19,0,33,1,Africa
Nigeria,Kano,Unhealthy,4,25,4,138,3,Africa
Russian Federation,Karabash,Good,1,36,0,33,1,Europe
India,Kareli,Unhealthy,1,36,0,169,1,Asia
United States of America,Kaukauna,Good,1,31,6,49,0,North America
Finland,Kerava,Good,1,23,6,18,1,Europe
Poland,Jawor,Moderate,1,24,3,63,1,Europe
France,Joigny,Good,1,31,1,21,0,Europe
Germany,Jork,Good,0,34,1,31,1,Europe
Zambia,Kafue,Good,0,16,0,36,1,Africa
United States of America,Mountlake Terrace,Good,1,25,11,49,3,North America
Morocco,Mrirt,Moderate,2,16,4,59,1,Africa
India,Muktsar,Unhealthy,2,151,1,180,6,Asia
Ireland,Mullingar,Good,0,27,0,13,1,Europe
Pakistan,Multan,Unhealthy,3,176,2,194,4,Asia
Ghana,Mumford,Moderate,2,17,1,74,0,Africa
Japan,Murayama,Good,1,35,1,13,3,Asia
Spain,Murcia,Good,1,29,2,20,1,Europe
Spain,Murcia,Good,1,29,2,20,1,Europe
India,Musiri,Moderate,0,25,0,54,2,Asia
United States of America,Muskego,Moderate,2,18,21,58,1,North America
Netherlands,Naarden,Good,0,35,1,42,1,Europe
United States,Nanakuli,Good,0,27,0,30,0,North America
China,Nantong,Unhealthy,7,206,9,167,6,Asia
France,Jeumont,Moderate,1,22,5,51,2,Europe
India,Kalanaur,Unhealthy,3,157,1,126,8,Asia
India,Lala,Moderate,1,36,0,87,1,Asia
Thailand,Lang Suan,Good,0,16,0,32,0,Asia
Italia,Lavagna,Moderate,1,38,2,55,1,Europe
United States of America,League City,Good,1,22,5,45,1,North America
Ukraine,Lebedyn,Moderate,1,40,1,55,0,Europe
United States of America,Lennox,Unhealthy,3,8,37,114,7,North America
Slovakia,Levice,Good,1,31,1,50,1,Europe
New Zealand,Levin,Good,0,13,1,12,0,Oceania
Germany,Limburg,Good,1,33,2,30,1,Europe
Sweden,Lindome,Good,0,38,1,19,0,Europe
Italy,Lissone,Good,1,33,2,23,1,Europe
United States of America,Lockhart,Good,1,21,2,47,1,North America
United States of America,Lockhart,Good,1,21,2,47,1,North America
Germany,Lohmar,Good,1,33,2,29,3,Europe
China,Loudi,Moderate,4,99,5,97,11,Asia
Angola,Luena,Moderate,1,22,0,66,0,Africa
Belarus,Lyuban,Moderate,1,28,1,52,1,Europe
Russian Federation,Lyudinovo,Moderate,1,23,2,70,0,Europe
Netherlands,Maassluis,Good,1,27,4,38,1,Europe
Guinea,Macenta,Good,1,14,0,32,0,Africa
United States of America,Machesney Park,Moderate,3,0,10,72,0,North America
Germany,Mainburg,Good,0,28,1,29,1,Europe
Indonesia,Malang,Moderate,1,36,0,67,5,Asia
Philippines,Manapla,Moderate,1,22,0,54,1,Asia
Italy,Manfredonia,Good,1,49,0,36,1,Europe
Spain,Maracena,Good,1,32,1,15,1,Europe
Philippines,Margosatubig,Good,0,16,0,17,2,Asia
Russian Federation,Kotelnich,Good,1,33,0,10,0,Europe
Russian Federation,Krasnodar,Good,1,44,4,31,1,Europe
Russian Federation,Krasnogorsk,Moderate,1,24,10,61,8,Europe
Russian Federation,Krasnogorsk,Moderate,1,24,10,61,8,Europe
Russian Federation,Krasnokamsk,Good,1,25,0,19,1,Europe
Norway,Kristiansand,Moderate,0,34,1,52,0,Europe
Russian Federation,Kurtamysh,Good,1,31,0,31,0,Europe
Belgium,Kuurne,Good,1,23,3,38,1,Europe
France,La Madeleine,Good,1,23,3,38,1,Europe
Mexico,La Piedad,Moderate,1,6,5,52,2,North America
Italia,Ladispoli,Good,1,48,2,34,1,Europe
Portugal,Marinha Grande,Good,0,29,1,40,2,Europe
Morocco,Martil,Good,1,39,4,38,2,Africa
Indonesia,Mataram,Good,1,25,0,34,1,Asia
China,Matou,Unhealthy,2,42,8,111,3,Asia
United States of America,Matteson,Moderate,2,10,27,77,2,North America
Brazil,Medeiros Neto,Moderate,1,6,1,52,0,South America
Italy,Melegnano,Good,1,33,3,44,1,Europe
Germany,Dreieich,Good,1,37,1,30,2,Europe
United Kingdom of Great Britain and Northern Ireland,Dronfield,Good,0,31,1,39,1,Europe
India,Dumjor,Unhealthy,3,102,4,179,3,Asia
Hungary,Dunaharaszti,Moderate,1,27,2,51,2,Europe
United Kingdom of Great Britain and Northern Ireland,East Grinstead,Good,0,27,3,36,2,Europe
United Kingdom of Great Britain and Northern Ireland,Ebbw Vale,Good,0,29,1,50,1,Europe
United States of America,Ecorse,Moderate,1,28,9,51,3,North America
Ecuador,El Carmen,Moderate,3,5,9,79,1,South America
Ecuador,El Carmen,Moderate,3,5,9,79,1,South America
Ecuador,El Carmen,Moderate,3,5,9,79,1,South America
Guatemala,El Quetzal,Moderate,3,11,11,99,1,North America
United States of America,Elko,Good,1,24,2,17,0,North America
Germany,Elmshorn,Good,1,32,2,26,1,Europe
United States of America,Enumclaw,Good,1,29,2,23,1,North America
Mongolia,Erdenet,Moderate,1,34,0,81,0,Asia
Turkey,Erzurum,Moderate,0,40,0,74,0,Asia
Kazakhstan,Esik,Unhealthy,1,30,0,130,1,Asia
Brazil,Esperantina,Moderate,2,1,3,55,0,South America
Brazil,Esperantina,Moderate,2,1,3,55,0,South America
Belgium,Essen,Good,1,28,4,38,4,Europe
Belgium,Essen,Good,1,28,4,38,4,Europe
Spain,Estepa,Good,1,31,2,25,1,Europe
Italy,Fabriano,Good,1,40,1,30,1,Europe
United States of America,Fairview Heights,Good,1,32,8,45,2,North America
Pakistan,Faisalabad,Unhealthy,1,82,1,301,6,Asia
United States of America,Falls Church,Moderate,2,41,5,59,4,North America
United Kingdom of Great Britain and Northern Ireland,Falmouth,Moderate,0,37,0,78,1,Europe
United Kingdom of Great Britain and Northern Ireland,Falmouth,Moderate,0,37,0,78,1,Europe
United Kingdom of Great Britain and Northern Ireland,Falmouth,Moderate,0,37,0,78,1,Europe
United Kingdom of Great Britain and Northern Ireland,Falmouth,Moderate,0,37,0,78,1,Europe
France,Fameck,Good,1,27,2,28,1,Europe
Italy,Fano,Good,1,44,0,33,1,Europe
Germany,Fellbach,Good,0,30,2,26,2,Europe
Malta,Fgura,Good,1,49,0,47,4,Europe
India,Forbesganj,Unhealthy,3,103,1,217,4,Asia
Italy,Forlimpopoli,Good,1,38,1,36,1,Europe
Argentina,Formosa,Good,0,13,0,32,1,South America
Argentina,Formosa,Good,0,13,0,32,1,South America
United States of America,Fort Atkinson,Moderate,2,5,15,64,0,North America
United States of America,Fort Morgan,Moderate,1,24,4,58,0,North America
Rwanda,Gisenyi,Unhealthy,4,17,2,157,2,Africa
United States of America,Gladeview,Moderate,1,9,15,84,1,North America
Netherlands,Gorinchem,Good,1,28,4,40,2,Europe
France,Goussainville,Moderate,1,21,5,51,2,Europe
United States of America,Grand Junction,Good,1,17,4,43,0,North America
France,Grasse,Moderate,1,34,3,72,1,Europe
United States of America,Greeneville,Moderate,2,12,15,66,1,North America
United States of America,Greenwood Village,Moderate,2,5,14,75,1,North America
Ecuador,Guaranda,Moderate,2,1,6,59,2,South America
Ecuador,Guaranda,Moderate,2,1,6,59,2,South America
Portugal,Guarda,Good,1,25,1,32,1,Europe
Italy,Guastalla,Moderate,1,27,6,85,1,Europe
China,Guiyang,Moderate,3,41,6,99,4,Asia
Germany,Gummersbach,Good,1,34,2,27,3,Europe
Germany,Hille,Good,1,37,1,24,10,Europe
Haiti,Hinche,Unhealthy,3,4,12,144,1,North America
United States of America,Hollins,Moderate,1,29,4,64,1,North America
Germany,Homburg,Good,1,25,3,31,1,Europe
United States of America,Hot Springs,Moderate,2,17,7,72,1,North America
China,Huadian,Moderate,2,28,2,70,4,Asia
Mexico,Huatusco,Moderate,3,8,11,95,1,North America
China,Huinan,Moderate,2,29,2,68,4,Asia
China,Huizhou,Unhealthy,4,44,7,124,7,Asia
Germany,Husum,Good,1,32,2,24,0,Europe
Netherlands,Geldermalsen,Good,1,29,4,39,4,Europe
Romania,Gheorgheni,Moderate,1,40,0,61,1,Europe
India,Gwalior,Unhealthy,1,46,0,174,2,Asia
United States of America,Hallandale Beach,Moderate,1,11,12,83,2,North America
Sweden,Halmstad,Good,0,38,0,20,0,Europe
Germany,Hameln,Good,1,37,1,24,1,Europe
Germany,Hamminkeln,Good,1,28,4,34,2,Europe
Hungary,Hatvan,Good,1,32,1,38,2,Europe
United States of America,Havelock,Moderate,1,45,1,53,2,North America
United States of America,Healdsburg,Good,1,31,1,26,1,North America
Germany,Herrenberg,Good,0,32,1,26,1,Europe
United States of America,Hialeah,Moderate,2,6,17,93,1,North America
Brazil,Fortaleza,Good,1,7,1,25,1,South America
United States of America,Frisco,Moderate,1,20,7,56,1,North America
Japan,Furukawa,Good,1,38,0,14,12,Asia
Botswana,Gabane,Good,1,18,0,31,7,Africa
Colombia,Garagoa,Good,1,5,3,36,1,South America
United States of America,Gardner,Good,1,45,1,25,1,North America
United States of America,Gardner,Good,1,45,1,25,1,North America
United States of America,Middleburg Heights,Good,1,30,8,47,3,North America
Poland,Mielec,Moderate,1,27,2,61,5,Europe
Spain,Mieres,Good,1,26,4,46,1,Europe
Russian Federation,Mikhaylovka,Good,1,31,0,43,1,Europe
Russian Federation,Mikhaylovka,Good,1,31,0,43,1,Europe
United Republic of Tanzania,Mikumi,Good,0,16,0,26,0,Africa
Ecuador,Milagro,Moderate,1,13,6,59,3,South America
United States of America,Millcreek,Good,1,21,8,44,1,North America
United States of America,Millcreek,Good,1,21,8,44,1,North America
United States of America,Milledgeville,Moderate,2,16,10,72,2,North America
Botswana,Mogoditshane,Good,1,17,0,32,6,Africa
Sri Lanka,Monaragala,Good,1,32,0,46,0,Asia
Guatemala,Monjas,Moderate,2,9,7,64,1,North America
United States of America,Montebello,Unhealthy,4,4,36,125,3,North America
Brazil,Monteiro,Good,0,13,0,24,0,South America
France,Montgeron,Good,1,22,5,50,1,Europe
Nigeria,Mubi,Good,2,21,0,48,0,Africa
Burundi,Muramvya,Moderate,4,20,1,67,1,Africa
United States of America,Muscle Shoals,Moderate,1,19,6,54,1,North America
India,Nainpur,Unhealthy,0,38,0,153,6,Asia
Japan,Nakatsugawa,Moderate,1,51,1,44,4,Asia
Pakistan,Nankana Sahib,Unhealthy,2,100,1,354,9,Asia
United States of America,Narragansett,Moderate,2,43,6,78,2,North America
China,Nehe,Good,1,39,0,18,4,Asia
United States of America,Nesconset,Moderate,2,40,10,73,2,North America
Germany,Netphen,Good,1,34,2,28,3,Europe
Italia,Nettuno,Moderate,1,53,1,23,1,Europe
United States of America,New Haven,Moderate,1,45,4,57,4,North America
United States of America,New Haven,Moderate,1,45,4,57,4,North America
United States of America,New Iberia,Good,1,20,4,39,1,North America
United Kingdom of Great Britain and Northern Ireland,Newport,Good,0,27,3,47,1,Europe
United Kingdom of Great Britain and Northern Ireland,Newport,Good,0,27,3,47,1,Europe
United Kingdom of Great Britain and Northern Ireland,Newport,Good,0,27,3,47,1,Europe
United Kingdom of Great Britain and Northern Ireland,Newport,Good,0,27,3,47,1,Europe
United Kingdom of Great Britain and Northern Ireland,Newport,Good,0,27,3,47,1,Europe
United Kingdom of Great Britain and Northern Ireland,Newport,Good,0,27,3,47,1,Europe
United Republic of Tanzania,Ngara,Moderate,3,14,1,64,0,Africa
United Republic of Tanzania,Ngorongoro,Good,0,15,0,33,0,Africa
Russian Federation,Nikel,Good,1,32,0,9,1,Europe
France,Niort,Good,0,32,1,18,0,Europe
Russian Federation,Nizhniy Lomov,Moderate,0,31,0,51,0,Europe
Turkey,Nizip,Unhealthy,1,47,0,112,3,Asia
Italy,Noci,Moderate,1,55,0,42,1,Europe
Thailand,Phuket,Good,1,33,0,43,0,Asia
India,Phulera,Unhealthy,1,41,0,291,3,Asia
United States of America,Pickerington,Moderate,1,48,3,52,2,North America
China,Pingyi,Unhealthy,3,151,2,97,7,Asia
Italy,Poggibonsi,Moderate,1,47,3,58,1,Europe
Brazil,Pojuca,Good,1,9,4,48,1,South America
Italy,Pontinia,Good,1,39,4,42,2,Europe
Brazil,Porangatu,Good,1,6,1,29,0,South America
Jamaica,Port Antonio,Good,0,26,1,41,0,North America
Canada,Powell River,Good,1,28,0,12,1,North America
Brazil,Presidente Bernardes,Good,1,14,1,43,1,South America
Russian Federation,Privolzhsk,Good,1,32,1,29,1,Europe
Germany,Puchheim,Moderate,1,35,4,52,1,Europe
Ecuador,Puebloviejo,Moderate,1,16,0,71,3,South America
Chile,Punta Arenas,Good,0,17,0,3,0,South America
Indonesia,Purwakarta,Unhealthy,2,90,1,101,9,Asia
Belgium,Quaregnon,Moderate,1,27,4,55,2,Europe
Italy,Quartucciu,Moderate,1,36,3,54,1,Europe
Brazil,Quatis,Moderate,3,0,7,88,12,South America
Poland,Radomsko,Moderate,1,39,1,76,3,Europe
United States of America,Olive Branch,Moderate,1,28,4,65,1,North America
Russian Federation,Onega,Good,1,35,0,16,0,Europe
Switzerland,Opfikon,Good,2,23,5,43,1,Europe
United States of America,Oregon City,Good,1,12,13,48,1,North America
United States of America,Ormond Beach,Moderate,1,23,7,63,1,North America
Germany,Oschatz,Moderate,1,39,1,64,1,Europe
Belgium,Overpelt,Good,1,30,3,37,2,Europe
Italy,Ozieri,Moderate,2,23,6,53,2,Europe
Uganda,Paidha,Moderate,1,17,0,59,1,Africa
Thailand,Pakxan,Moderate,1,27,0,53,1,Asia
Indonesia,Palembang,Moderate,2,47,0,74,4,Asia
United States of America,Paradise Valley,Moderate,1,19,15,51,1,North America
Brazil,Paraibano,Good,0,14,0,15,0,South America
Bolivia (Plurinational State of),Patacamaya,Good,0,7,1,20,0,South America
United States of America,Patchogue,Moderate,3,20,26,74,7,North America
Russian Federation,Pavlovo,Good,1,34,0,28,2,Europe
United States of America,Pearland,Unhealthy,1,19,4,103,1,North America
Italy,Pergine Valsugana,Moderate,2,31,4,58,2,Europe
France,Pertuis,Unhealthy,1,31,5,151,1,Europe
Brazil,Petrolina,Good,0,14,0,13,0,South America
Russian Federation,Petushki,Good,1,28,6,49,0,Europe
Germany,Pfullendorf,Moderate,1,22,6,51,1,Europe
South Africa,Phalaborwa,Good,1,31,0,49,1,Africa
Netherlands,Dordrecht,Good,1,30,3,20,3,Europe
Romania,Dorohoi,Good,1,35,1,40,1,Europe
United States of America,Dracut,Moderate,2,15,16,72,3,North America
India,Dumka,Moderate,2,85,1,61,7,Asia
